date,amount,money,open,max,min,close,delta,deal
0114/03/03,"77,384,598","1,842,489,852",23.6,24.1,23.35,24,-0.35,"27,866"
0114/03/04,"53,253,946","1,253,073,057",23.75,23.8,23.3,23.6,-0.4,"20,301"
0114/03/05,"59,777,275","1,432,007,376",23.6,24.2,23.45,24.1,+0.50,"21,156"
0114/03/06,"74,807,763","1,816,768,274",24.2,24.6,24,24.25,+0.15,"25,046"
0114/03/07,"35,985,075","872,584,323",24.15,24.5,24,24.25,0,"12,916"
